epoch,categorical_accuracy,loss,lr,val_1-shot_10-way_acc,val_loss
1,0.1604,72.58465490305514,0.001,0.176,13.65202554346933
2,0.14670000000000005,6.252633402737961,0.001,0.159,4.157731562132614
3,0.14510000000000006,3.2400503271221055,0.001,0.175,2.8129924453525263
4,0.14769999999999997,2.6429172161745247,0.001,0.141,2.572664305829905
5,0.14400000000000004,2.515643260158306,0.001,0.162,2.4314774334651625
6,0.1505000000000001,2.4277880928669893,0.001,0.153,2.431162687815122
7,0.15510000000000002,2.3723725725538207,0.001,0.176,2.3335365221105286
8,0.15569999999999998,2.360796736066609,0.001,0.148,2.340621822540286
9,0.15810000000000007,2.3396384619061834,0.001,0.139,2.384643991726385
10,0.16100000000000006,2.319064162508436,0.001,0.145,2.3259626058299814
11,0.17020000000000007,2.3082388804790583,0.001,0.145,2.3555003492346565
12,0.15510000000000004,2.324449138585891,0.001,0.163,2.3070400836037526
13,0.16540000000000002,2.2897107150042575,0.001,0.17,2.291439329304132
14,0.16210000000000002,2.2994281578775464,0.001,0.15,2.3130079435301463
15,0.16340000000000013,2.297321130494022,0.001,0.181,2.3047309403289593
16,0.17550000000000004,2.275186873528169,0.001,0.192,2.2612169057406337
17,0.17179999999999992,2.2661167745148068,0.001,0.182,2.2847609560922453
18,0.17230000000000006,2.267035789328298,0.001,0.177,2.2694165184334514
19,0.1772,2.2584751689087508,0.001,0.18,2.2814787289396596
20,0.17290000000000005,2.268813009100826,0.001,0.159,2.2622869759248454
21,0.1734000000000001,2.257906781606187,0.001,0.18,2.314922046845527
22,0.17729999999999993,2.257412597813738,0.001,0.17,2.273746282886755
23,0.17449999999999993,2.2584814362617185,0.001,0.182,2.255163712337026
24,0.18750000000000003,2.23702872025298,0.001,0.167,2.2622468175065293
25,0.17749999999999994,2.2557823208440073,0.001,0.191,2.2509590159610657
26,0.19100000000000006,2.2301631311347476,0.001,0.171,2.299446418635189
27,0.1937,2.2326901955503096,0.001,0.172,2.2921743304020925
28,0.17409999999999998,2.256008290881974,0.001,0.192,2.212356581146819
29,0.18560000000000007,2.2293274113483346,0.001,0.148,2.2867790798068417
30,0.18239999999999995,2.2476135401221278,0.001,0.2,2.220254158171759
31,0.17350000000000002,2.2844507601682764,0.001,0.172,2.4310458387297937
32,0.1736,2.2790465014131853,0.001,0.177,2.305455841472928
33,0.1742,2.261960342672051,0.001,0.18,2.256071632070013
34,0.17970000000000005,2.2478293321449345,0.001,0.17,2.2747219494680313
35,0.19010000000000002,2.2318500643461574,0.001,0.181,2.216313375155649
36,0.18790000000000004,2.2263418960562538,0.001,0.179,2.224319030570522
37,0.185,2.2313916078346114,0.001,0.177,2.2285926650126417
38,0.19180000000000014,2.237164102097034,0.001,0.176,2.233755352744365
